id,city,city_gdp,city_population,country,emission,emission_target,target,baseline_year,year,year_status,factors,sector
805,Shoreline,,58608.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Other, please specify: Assessment considers impacts to the city stormwater infrastructure, parks and open spaces, buildings and development, transportation, emergency services, and human health.",
806,Copenhagen,,644425.0,Denmark,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
807,Nashville,,715884.0,United States of America,,,,,2023,,Assessment considers nature; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
808,Saanich,,117735.0,Canada,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify: We have a commitment to further identify vulnerable groups and have made progress in specific hazards as outlined below.",
809,Quebec,,555671.0,Canada,,,,,2023,,Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
810,Abidjan,,692583.0,Côte d'Ivoire,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
811,Ulsan-si,,1110663.0,Republic of Korea,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
812,Dubai,,3600000.0,United Arab Emirates,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
813,Kuala Lumpur,,1954935.0,Malaysia,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
814,Leeds,,812000.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
815,Adelaide,,26120.0,Australia,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
816,New York City,,8804190.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
817,Tangerang City,,1908600.0,Indonesia,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems",
818,Salvador,,2418005.0,Brazil,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
819,JIMAV,,384428.0,Mexico,,,,,2023,,A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations,
842,Pingtung County,,798367.0,East Asia,,,,,2023,,Assessment considers nature,
820,San Borja,,133000.0,Peru,,,,,2023,,"Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
821,Cambridge,,145700.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
822,Hvidovre,,53254.0,Denmark,,,,,2023,,Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
823,Elva,,14645.0,Estonia,,,,,2023,,A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems,
824,Vancouver,,668448.0,Canada,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify: The HRVA also considers impacts to Human Systems (i.e community), Natural Systems, Built Environment (Buildings and Infrastructure)",
825,Hermosillo,,936263.0,Mexico,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
826,Fort Lauderdale,,186076.0,United States of America,,,,,2023,,Assessment includes sectors and/or urban systems,
827,Tsévié,,307292.0,Togo,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
828,Suwon,,1225058.0,Republic of Korea,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
829,Medellín,,2573220.0,Colombia,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers vulnerable populations; Assessment considers water security; Other, please specify: La evaluación se enfoca en la vulnerabilidad del sistema anitario ante los efectos del cambio climático.",
830,Vicente López,,267655.0,Argentina,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
831,Berlin,,3755251.0,Germany,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
832,Amarante,,52131.0,Portugal,,,,,2023,,A process has been established for prioritizing identified hazards,
833,Padova,,208732.0,Italy,,,,,2023,,A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
834,Waterford,,457410.0,Ireland,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers transition risks; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
835,Taoyuan,,2299339.0,East Asia,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
836,Miami,,456923.0,United States of America,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
837,Portland,,68408.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
838,Yokohama,,3773214.0,Japan,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
839,"Santa Cruz, CA",,61950.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
843,Santiago,,8367790.0,Chile,,,,,2023,,Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
844,Evanston,,73979.0,United States of America,,,,,2023,,Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes consultation with partners,
845,Viseu,,99693.0,Portugal,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations,
846,Sintra,,388767.0,Portugal,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Other, please specify: Energy, Transportation, Food and Agriculture, Information and Communication Technology,  Industrial, Commercial, Residential, Education, Public Health, Emergency Management, Spatial Planning, Tourism",
847,Maputo,,2364581.0,Mozambique,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
848,Milwaukee,,569330.0,United States of America,,,,,2023,,Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
849,Birmingham,,2919600.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems,
850,Tempe,,184118.0,United States of America,,,,,2023,,A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
851,Istanbul,,15907951.0,Turkey,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
852,Durban,,4184944.0,South Africa,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
853,San Francisco,,808437.0,United States of America,,,,,2023,,Assessment considers vulnerable populations,
854,Mississauga,,717961.0,Canada,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
855,Eau Claire,,69441.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems,
856,Malmö,,357377.0,Sweden,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
857,Wellington,,216189.0,New Zealand,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
858,Pereira,,472000.0,Colombia,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations,
859,Roma,,2758454.0,Italy,,,,,2023,,Assessment considers nature; Assessment considers transition risks; Assessment considers water security,
860,Worcester,,205319.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
861,Coventry,,378387.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
862,The Hague,,564000.0,Netherlands,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes consultation with partners; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
863,Rotterdam,,655106.0,Netherlands,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers water security; Other, please specify: Assessment considers 6 climate themes: flooding risk due to sea/rivers, flooding risk due to extreme rainfall, heat, drought, groundwater and soil subsidence",
864,Pittsburgh,,302898.0,United States of America,,,,,2023,,Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems,
865,Barcelona,,1636193.0,Spain,,,,,2023,,"Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
866,Heidelberg,,162273.0,Germany,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers vulnerable populations,
867,Johannesburg,,6100000.0,South Africa,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
868,Milano,,1396673.0,Italy,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
869,Park City,,8607.0,United States of America,,,,,2023,,"Assessment considers transition risks; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners",
870,Tel Aviv-Yafo,,467880.0,Israel,,,,,2023,,Assessment considers vulnerable populations,
871,Peñalolén,,241599.0,Chile,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
872,Sabaneta,,89364.0,Colombia,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
873,Madrid,,3280782.0,Spain,,,,,2023,,Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes consultation with partners,
874,Belén,,24000.0,Costa Rica,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
875,Münster,,317713.0,Germany,,,,,2023,,Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security,
876,"London, ON",,435000.0,Canada,,,,,2023,,A process has been established to update the assessment at least every five years; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
877,Edinburgh,,526470.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
878,Trelleborg,,46649.0,Sweden,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks,
879,Reading,,174200.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
880,Loja,,284222.0,Ecuador,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
881,Leicester,,366018.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
882,Kaohsiung,,2744691.0,East Asia,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
883,Chennai,,8500000.0,India,,,,,2023,,"Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
884,Cascais,,216000.0,Portugal,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
885,Paris,,2145906.0,France,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
886,Ahmedabad,,7181773.0,India,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
887,Umeå,,132235.0,Sweden,,,,,2023,,,
888,London,,9002488.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
889,Derry,,150680.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
890,Piracicaba,,423323.0,Brazil,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers vulnerable populations; Assessment considers water security,
891,Tainan,,1845838.0,East Asia,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
892,Campinas,,1138309.0,Brazil,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
893,Atlanta,,490270.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
894,Sorocaba,,723574.0,Brazil,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
895,Walvis Bay,,100000.0,Namibia,,,,,2023,,Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
896,Accra,,2036889.0,Ghana,,,,,2023,,,
897,"San José, CA",,976482.0,United States of America,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
898,Cuenca,,636996.0,Ecuador,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems",
899,Siaya,,993183.0,Kenya,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
900,Newcastle upon Tyne,,300200.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
901,Dar es Salaam,,5383728.0,United Republic of Tanzania,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations,
902,Mexico City,,9189036.0,Mexico,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify: Efecto Isla de Calor Urtbana",
903,Edmonton,,1087803.0,Canada,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify: Socio-economic impacts (Edmonton's GDP could be reduced)",
904,Iskandar,,2260000.0,Malaysia,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
905,Santa Fe County,,154823.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
906,Vantaa,,242917.0,Finland,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
907,Boston,,650706.0,United States of America,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
908,Davao,,1776949.0,Philippines,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
909,Dallas,,1288457.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
910,Brasília,,2817068.0,Brazil,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
911,Denver,,713252.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
912,Makati,,629616.0,Philippines,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
913,Tallinn,,460307.0,Estonia,,,,,2023,,Assessment considers nature; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems,
914,Alexandria,,159467.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
915,Jönköping,,145114.0,Sweden,,,,,2023,,Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
916,Sudbury,,165958.0,Canada,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
917,New Orleans,,369749.0,United States of America,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
918,"Ajax, ON",,126666.0,Canada,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
919,Boulder,,108250.0,United States of America,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
920,Broward,,1978906.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
921,New Bedford,,101079.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
922,Jakarta,,10609700.0,Indonesia,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
